sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086128;-20.6082393069;111.953384447;-16.0946131997;-44.7463971607
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086143;37.2413152177;40.6878892288;40.2521107276;-42.7472887772
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086158;-22.1850413006;77.7087788425;19.516150006;-52.0404323518
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086173;-38.1233408749;92.0348392199;-23.9731875572;-46.363442731
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086188;-41.1323207672;87.8086112464;10.4953795161;-52.9636903809
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086203;-15.0194902901;63.1348730156;1.41670496131;-50.1499753705
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086218;-35.5910273667;60.8212348968;37.9119985797;-45.5394571109
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086233;3.77106435818;79.2750525926;10.2159538059;-49.2381220075
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086248;26.1088932896;83.4573139475;12.5337370272;-50.8763846229
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086278;65.9201288865;61.1233609208;3.48813773234;-52.9829032038
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086293;82.8997027138;69.803720246;20.4212169776;-51.0972491387
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086308;83.32511333;65.9067437975;31.4677779749;-48.8684555514
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323;121.336070451;83.1586940793;-37.2086094521;-38.1691213992
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086338;63.4122886102;69.457363387;12.0013381415;-42.7647491183
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086353;56.972647954;57.7552063764;2.16522961352;-46.4891703152
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086368;79.5598805621;21.4834770778;21.9903861206;-53.8085840906
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086383;67.8485257926;32.5951882725;23.9999649079;-57.6808950324
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086398;73.3639812788;8.99903374498;101.079573994;-40.612022823
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086413;56.2805234183;46.9926515064;17.4530958198;-51.7239062144
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086443;82.8186784456;5.59035229245;19.505325407;-48.8140152583
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086458;71.7776902306;37.437198458;23.5714084373;-54.3130741876
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086473;90.260672649;43.7400558327;7.23600461934;-51.4751562364
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086488;104.309888673;42.983225037;11.9999724325;-50.0058477082
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086503;111.745187598;32.4320882411;19.7050470223;-45.8041789796
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086518;89.8846345536;13.2374332309;12.0004235059;-49.2145784631
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086533;116.53021769;22.1979844383;12.0001605596;-48.7706598413
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086548;148.796484184;29.9474863323;-11.6073360674;-41.5261446308
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086563;67.5886304189;55.0403234181;-22.1309766141;-44.4498881591
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086578;68.283780225;36.8643755565;56.8212504203;-47.6281720693
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086593;87.3588332655;54.2596089716;50.9303835876;-47.9600739888
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086608;70.4195919361;4.51441831555;6.51121824939;-46.8447119311
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086623;59.7945744286;37.6734577516;72.4729695077;-43.232925795
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086638;63.7958062873;35.303214861;-4.25739786005;-48.6946064191
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086653;158.066894325;148.60211729;100.27383767;-35.4162303013
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086668;71.9533742514;25.070752517;0.157430157636;-44.9880796798
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086683;83.480270298;36.2352627758;-30.203956326;-46.1345271853
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086698;85.4539903716;25.2192666377;19.5842461113;-46.8364962006
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086713;90.9014961444;13.9203129027;-8.40724700567;-46.7059796457
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086728;92.0878971876;-19.3691363593;17.055448217;-51.0015984861
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086743;97.4482879353;-21.9094976235;13.8578289341;-51.3727977226
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086758;65.5556058515;-22.4218455209;47.0303061684;-42.983037043
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086773;86.1949769604;-44.2546293876;14.4668347972;-49.4908640625
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086788;63.2042406596;-44.4722748476;76.0136173444;-42.4854492868
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086818;98.9562277596;-37.3615247633;3.30457268923;-49.2400538387
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086833;82.3466623802;-78.966316473;42.6730083017;-46.1013523031
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086848;76.8212660987;-30.3226822678;-18.4885112671;-46.6775681618
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086863;77.9263838298;-51.9636816463;14.4555807677;-54.2968428085
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086878;74.212065229;-49.7259114754;17.6110731653;-56.0241289482
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086893;76.787190971;-47.5451682455;16.596813283;-54.3567989923
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086908;75.7516870437;-52.6826404447;16.6029690208;-54.0874429395
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086923;72.2446874161;-52.0807971592;17.2940412429;-54.6360062537
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086938;71.8691105266;-50.6510160337;12.4951821854;-52.8607825034
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086953;78.4797931729;-37.6760724699;33.350444843;-52.1974986992
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086968;75.2388548108;-51.7848170837;13.4661396271;-54.0318488029
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086983;77.3102248231;-50.8968209918;15.5640319516;-55.3285025858
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086998;85.4967317004;-28.1194452706;24.8920280014;-50.3178515513
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087013;101.732158179;-33.1974988578;-14.037949018;-44.5403000548
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087028;83.453553042;-76.6564925182;16.7098752929;-50.5213400316
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087043;51.1194717999;-59.0356991985;-8.80912298569;-47.2075594282
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087058;72.6220817817;-51.7693422107;1.06242267183;-50.5933729351
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087073;49.9403087749;-61.8392563997;0.264524934203;-50.2426499047
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087088;36.0223598662;-78.1017162438;18.8607489463;-50.5654640302
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087103;16.7829622622;-50.5809627576;22.8252048492;-45.9359810116
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087118;3.75634503036;-36.901192695;12.0019026473;-45.1502008593
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087133;-13.571636504;-92.8087845866;-9.96288923192;-45.1532972117
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087148;-29.2476067285;-38.7472989504;70.5300983941;-39.9522743683
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087163;-54.8939750434;-84.01259604;0.88126239495;-47.9086328753
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087178;-80.3570113285;-80.1678548739;19.7058669474;-47.4705884691
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087193;-53.1709448602;-30.4330811356;5.60470397893;-47.3253711302
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087208;-93.2263554588;-50.1651604579;-3.91102747835;-48.3062849717
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087223;-80.628464232;-37.2672822642;-13.3429138753;-46.9042723901
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087238;-63.9223842489;-66.3583006366;-83.9277226229;-36.1602286307
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087253;-43.3667608758;-59.2283040401;-30.3221940114;-42.9918651113
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087268;-96.9735195184;-75.1426177117;15.0482878169;-45.4469617975
