sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086138.5;46.8996043681;50.1608666383;106.257970268;-32.7821861222
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086188.0;-40.7737293449;78.6153968247;5.9059360775;-48.4497400502
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086287.0;69.5755777566;65.8230278657;7.50966337846;-53.4399528922
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086302.0;68.9926417158;63.4062519673;12.7362786398;-47.8813785506
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086306.5;77.4151641766;63.8338706564;15.1382913412;-50.3503322921
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086311.0;79.6694664307;61.113199077;12.828372871;-53.5478837107
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323.0;125.261882049;21.358139744;7.76186720337;-36.4087194847
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086335.0;101.662372965;34.3027890041;10.3173654577;-45.7177228009
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086360.5;69.1772300312;62.6229393708;8.34460626578;-42.8477967176
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086401.0;57.2338751902;40.0138169881;-6.76510192307;-43.2071575211
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086476.0;79.3715380358;25.6601546602;19.6138575165;-47.9905901077
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086488.0;94.2164097137;31.9347476757;11.9998049468;-44.7033172472
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086497.0;101.960391123;35.9317363632;11.999723298;-47.1702813338
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086512.0;105.539264323;23.8196928401;15.4918539347;-43.8903184899
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086518.0;102.026797006;2.03889752416;12.0000084196;-44.6113106544
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086530.0;110.346258517;21.9915428134;11.9997541565;-44.8774771971
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086533.0;93.0031554137;13.0213403676;12.0005324054;-43.2335596995
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086537.5;87.3759763169;22.2509352906;11.9994911592;-42.4077165226
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086545.0;89.472893445;23.3977093147;11.9999319862;-41.8287079875
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086554.0;114.160386794;29.388457352;6.34391215208;-42.2458882151
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086587.0;57.1139626047;53.8127764878;23.9998645821;-46.7426818491
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086591.5;70.2237119995;31.4969877762;85.3364158173;-38.3189317695
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086617.0;73.4745358287;24.3126565173;26.3050620267;-48.91814797
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086644.0;68.6282747718;11.5537415961;4.51382064743;-44.3377577898
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086653.0;63.4692514709;2.29551589791;-7.71409050179;-38.7043633513
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086662.0;78.8014536151;51.8325295408;67.8286866607;-41.4050800482
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086669.5;63.14684184;43.4482654225;25.4639541107;-45.4392923177
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086686.0;100.285247162;23.2034849989;4.38976591;-48.5361420874
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086707.0;75.8112155781;4.93411326366;28.4362605583;-39.7838984551
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086731.0;93.1516080083;-16.0370300405;12.0000137307;-42.5771674052
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086735.5;99.2812177146;-6.15018956835;13.2581507877;-45.7493381987
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086740.0;98.09452645;-18.634997297;13.7669903868;-49.5509845938
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086764.0;102.640229904;-23.7071459829;11.9999464416;-50.0265571111
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086773.0;62.9085689197;-67.8819258635;12.000298605;-34.4654552307
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086780.5;78.2109313332;-39.038869529;18.4282125804;-39.7450529833
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086785.0;86.7869607757;-44.7115147771;14.1708875747;-45.253724433
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086788.0;74.2961453896;-24.5760411114;12.0090076786;-44.6816947532
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086821.0;84.0536105619;-37.7025440707;19.1770040042;-47.3734944904
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086830.0;78.5589174651;-50.1811914013;8.32795113334;-48.3374993774
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086833.0;73.5716077402;-48.5197185354;39.6789557838;-45.8024925328
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086845.0;70.9501801762;-52.2931584276;17.246251952;-49.6700390007
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086854.0;80.3636568691;-48.7584440136;7.54221918269;-45.9917180133
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086857.0;80.3488594933;-49.6433329645;15.3642823202;-51.2196763127
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086861.5;104.362486472;-20.4717157888;24.0001722405;-41.5689522328
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086866.0;88.8731172428;-48.9314720272;31.6628378009;-49.0164208149
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086870.5;78.7086336891;-51.1009758395;12.2309221046;-48.5528641066
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086878.0;62.9435150771;-50.4301785055;3.82780599462;-46.5896440946
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086882.5;78.6713710188;-57.6598182788;17.2837249396;-45.2094460887
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086887.0;69.9958901969;-49.1215112565;10.2901464029;-48.4164510988
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086890.0;75.8771265703;-32.1278985152;25.9854621709;-48.1799956994
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086894.5;78.7043955221;-48.6967256981;17.1786649205;-49.7744644371
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086899.0;79.1293392365;-50.2400504675;19.258674661;-50.4919553485
