sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086138.5;38.6571194126;48.5148573902;120.058760402;-18.523499407
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086188.0;-40.6056295231;79.9558986856;4.94280916655;-40.1802759222
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086287.0;68.5954591827;65.8829707396;6.49895604331;-46.0348974372
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086302.0;68.4260707659;62.2844317441;11.9652188631;-40.4251515897
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086306.5;77.2188486948;64.6401172001;15.1774863515;-43.3052709974
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086311.0;79.4350218235;61.4224215761;12.071472636;-47.3982591404
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323.0;137.705044175;11.5200713425;7.94696702078;-21.9811935013
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086335.0;107.933266104;37.019313959;6.91139610142;-34.5089283481
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086360.5;67.7156157521;66.0387259452;6.8473434189;-31.4548008165
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086401.0;56.5835242917;41.9620364911;-10.7395702106;-31.8852321383
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086476.0;79.1027382622;23.3430186441;20.4565258535;-38.7639301168
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086488.0;106.667851426;36.2477219259;12.0006341087;-34.0274995695
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086497.0;107.351611546;39.4179380232;11.9988052989;-35.7495466519
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086512.0;108.092614545;23.0730933803;17.4449455877;-33.982916117
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086518.0;102.046596968;3.01049654732;12.000002573;-36.1260649919
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086530.0;115.344600864;19.8819861231;11.9985427872;-33.6748197167
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086533.0;88.8288369274;12.8959242374;11.9990322305;-33.0595606054
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086537.5;82.5940469204;21.9999463293;12.0003620437;-31.6008397217
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086545.0;114.210824645;29.7299603615;0.310931481641;-29.3374916362
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086554.0;119.546140198;30.7381365813;3.84888369012;-30.6869343468
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086587.0;56.1577026424;56.4342574832;24.0000676405;-36.394700563
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086591.5;73.3434426557;23.9271860161;104.657772008;-23.4118725343
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086617.0;74.7979209614;20.4916754901;32.4135654103;-37.8271589289
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086644.0;69.7805486049;11.1879520655;3.53278282198;-34.1065887175
