sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086138.5;45.6080646748;62.0639445626;46.4212511622;-61.4852563763
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086188.0;-38.2847515553;73.215471534;10.5197159761;-65.6789412344
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086287.0;71.3557009479;65.8846328824;11.3636947456;-68.1235282456
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086302.0;70.7324965753;66.1043243811;14.8206361305;-62.4702530634
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086306.5;79.1941414572;61.4483169091;15.0040130287;-63.341008197
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086311.0;79.9672137972;60.1715731141;14.8165064625;-66.2092272216
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323.0;101.825053726;38.693081694;9.87954726044;-62.1255435808
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086335.0;96.1327709873;39.4108603264;11.8468845531;-64.6946452008
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086360.5;72.8493430915;57.0424741104;10.3787269047;-64.0950235366
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086401.0;59.784684461;34.6819136884;8.74867405351;-65.0854009009
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086476.0;86.8491749117;30.969007106;18.0374033923;-66.6324943397
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086488.0;98.8211954653;32.0658544102;11.9999999147;-60.9395174206
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086497.0;99.3725825062;30.450912765;11.9999999797;-65.6873149473
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086512.0;102.189867735;22.8598438808;12.7899202612;-59.4123475985
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086518.0;101.855359635;-3.80840257671;11.9999995954;-62.1707164808
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086530.0;100.941282158;23.9728709225;12.0000002915;-63.2978034316
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086533.0;101.873123613;14.5519890817;11.9998392079;-62.3764975731
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086537.5;100.589386504;25.2476736042;12.0000102046;-62.3457220845
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086545.0;100.579223534;25.3487191715;11.9999921973;-60.8428931851
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086554.0;100.605188836;27.3556717524;11.8457093407;-63.5787572977
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086587.0;62.4591501918;42.6940961645;24.0000515311;-67.0108107699
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086591.5;62.6746349086;43.7476977381;34.5045600977;-65.3397508825
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086617.0;71.2287382194;27.1163056755;24.6322720745;-66.51124838
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086644.0;62.7249544414;15.8159325164;11.3316224252;-64.9762154495
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086653.0;73.849518764;11.3042437204;6.06777965938;-62.5239957327
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086662.0;73.8163768068;45.5779196515;40.0780728042;-66.2772554864
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086669.5;59.9206358087;35.5407210849;24.0154995922;-64.1286772015
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086686.0;100.67900077;24.8468030363;11.1680963759;-65.6489628338
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086707.0;88.7566632852;6.0777683554;20.1121633039;-61.9008568923
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086731.0;101.004041485;-15.099493655;11.9999980156;-60.3589624417
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086735.5;101.701735173;-5.76184899575;12.0360104956;-63.0586918249
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086740.0;101.677495733;-17.5513089355;12.0695304058;-67.1386599629
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086764.0;100.256293324;-26.6406463847;11.9999999356;-65.0659586153
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086773.0;85.5772412285;-50.2883084721;12.0005007539;-60.1493930244
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086780.5;91.0751528617;-45.5099923994;12.2503310497;-60.714479014
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086785.0;89.3993321465;-48.4520196624;12.0613572846;-62.1424617673
