sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086138;-9.51006589434;132.992828428;11.9752448025;-52.447870754
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086148;32.5773516093;95.0207461513;25.1129034017;-52.7702756264
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086188;-40.4779539227;88.5559198455;11.3712854577;-59.7642777383
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086208;-12.3702698061;65.8717604104;3.70172874052;-58.1311313111
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086238;7.82807158354;78.645790181;10.9681574765;-57.8814629614
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086283;70.8447874292;65.8235227452;9.64441297904;-62.5850791633
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086298;39.5600587433;70.4737722678;13.2600021328;-52.1068401337
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086303;73.4178962623;64.3587491118;20.4166112251;-59.2989370622
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086308;79.3065555396;61.0760529822;16.2049201938;-60.0648341129
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086313;82.1061356771;55.7112628379;8.52396252748;-64.4250859675
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086318;74.9308937026;47.0370949086;14.1191654419;-57.557394004
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323;110.58562791;33.5372898336;8.27151591064;-52.92125151
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086328;73.3109360702;64.3320623591;13.3606464908;-62.3771971916
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086333;99.6551938442;39.1295742707;10.0547858646;-57.2094420442
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086343;98.8501218288;32.289585234;12.0000002789;-59.0658146142
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086353;95.8337253383;41.927502307;11.1536543507;-62.1639718404
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086358;57.2691417343;55.5706447298;8.93918633504;-55.9201105636
