sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086138.5;49.8336590538;51.2839073811;98.6554755896;-38.2931931931
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086188.0;-40.7067364909;77.8558198712;6.38578316207;-51.6692411882
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086287.0;69.9907348307;65.8025352089;8.05452588729;-56.2965101686
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086302.0;69.2413732306;63.9134678224;13.0912456561;-50.7049242243
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086306.5;77.5290734043;63.5654293935;15.0855309044;-52.8668988038
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086311.0;79.7692956955;60.9344858538;13.1589014742;-55.9125457876
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323.0;120.589977283;25.187702908;7.82725543252;-41.7400683941
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086335.0;99.8078128956;34.3356015726;11.1350767655;-49.6034759394
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086360.5;69.8694966864;61.1017057419;8.98599648785;-47.1607307312
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086401.0;57.5476766045;39.1607707906;-4.82713463645;-47.512364944
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086476.0;79.9964679332;26.6979102384;19.2300526916;-51.6195888843
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086488.0;95.8579473106;32.7448066994;11.9997465594;-48.1079006604
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086497.0;99.0045642023;34.6575042472;12.0000035421;-51.1510787809
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086512.0;104.155502135;23.9524784291;14.4318320442;-47.6801859407
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086518.0;102.015363395;1.47089880951;11.9999764299;-47.9004391916
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086530.0;107.928301623;22.8298795802;12.0003730102;-49.1496632613
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086533.0;94.9431679465;12.969417077;12.0004884924;-47.0737128768
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086537.5;89.4411922234;22.46310732;11.999349014;-46.4502943545
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086545.0;91.6230173768;23.4578043052;11.9996856871;-45.8888363016
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086554.0;111.849984347;28.8435867654;7.3634117265;-46.5676816727
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086587.0;57.6393970891;52.5232046653;23.9999395684;-50.6922519877
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086591.5;68.905463095;34.6676502878;77.174261712;-43.881892705
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086617.0;72.9846299735;25.5580143442;25.0715276798;-52.6965267367
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086644.0;68.0553703809;11.8945299158;5.2370790447;-48.3199122586
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086653.0;64.4913925894;3.46842004019;-5.77622710687;-43.3648916028
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086662.0;78.0920302281;50.8259441129;63.3999783936;-46.4191498111
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086669.5;63.09666701;41.4389767094;24.2357908431;-49.59711885
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086686.0;100.49164631;23.4548661462;6.28878652104;-52.3835915217
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086707.0;77.8608033271;4.88101743963;27.0779214125;-44.2224983487
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086731.0;94.4548312343;-16.0102569225;11.9999576873;-46.1650757293
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086735.5;99.9250791531;-5.98208975292;12.9360123254;-49.1592978815
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086740.0;98.9854851231;-18.2466245498;13.3646410085;-53.1583015797
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086764.0;100.983351612;-23.5194085682;12.0000012057;-53.0604643055
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086773.0;67.9325573012;-65.7704298079;12.0007727769;-39.6277423875
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086780.5;80.0761448833;-40.0474010009;17.6392380577;-43.9412477041
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086785.0;89.1546508467;-45.3944228741;13.0658669735;-49.3909576846
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086788.0;75.6709249927;-25.256799047;11.9968133941;-48.6991168549
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086821.0;84.0191500487;-38.884217944;19.0294514877;-50.9029890546
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086830.0;79.5931784022;-49.9491812828;9.6182968884;-52.1182776971
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086833.0;72.6591638063;-48.0356001355;36.4538149569;-50.2061201824
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086845.0;71.946846051;-52.2878854962;17.4279960996;-53.1535151641
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086854.0;80.2875582269;-49.4861508146;9.21429439723;-49.9143771176
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086857.0;79.957079604;-49.7514795885;16.3674395591;-54.6707056262
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086861.5;99.8114895485;-24.3824835291;23.9999276622;-46.9395757208
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086866.0;87.4614481932;-47.8200604873;30.2669369031;-53.1514880044
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086870.5;78.6216811379;-51.2075199313;13.5209151596;-52.2520946556
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086878.0;63.0836209895;-50.8761638991;5.17551372171;-50.4027198146
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086882.5;76.0789948533;-49.6470506244;21.5431822209;-51.3751316697
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086887.0;70.4015278305;-49.4500159271;11.4457648782;-51.9583335363
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086890.0;75.3982443479;-34.2214917245;24.8021294525;-52.3604317312
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086894.5;78.7713517827;-49.2362929805;18.1122733077;-52.9544060598
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086899.0;78.6585197629;-49.7484859504;18.522668922;-52.6968091466
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086902.0;77.4907571025;-52.4626845726;15.1519271342;-50.7980437151
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086911.0;79.1197379816;-41.2337493647;27.8579967441;-51.2935470226
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086914.0;76.3111289844;-51.8868170505;18.290525562;-56.1402102785
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086918.5;77.9352176853;-52.3355536358;15.9323189183;-53.8293286806
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086923.0;76.326627826;-53.5637338299;16.2146459847;-54.1119671518
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086927.5;78.2401388552;-51.9176596162;13.9388969894;-52.7839921799
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086932.0;85.5221840744;-36.3887266077;24.0010753501;-48.4592572105
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086935.0;72.6574311627;-49.9358201363;9.02063725078;-51.6612806146
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086939.5;70.837363355;-46.6116426597;12.73569771;-52.0647417393
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086947.0;74.0759363464;-52.3189904923;23.9764544566;-49.916754728
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086951.5;78.6252857688;-50.6454967526;17.3253158474;-54.1698615134
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086956.0;78.007243713;-37.4679727114;14.3342006951;-49.0121525104
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086959.0;84.2088893796;-36.667549232;19.0844884963;-51.8622830924
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086972.5;75.1996821229;-24.985405004;41.8759317505;-47.1546758078
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086975.5;79.2911526802;-50.099155694;17.2430738373;-58.2248350894
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086980.0;83.3038843662;-37.672322766;7.25207192739;-51.042794069
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086984.5;78.1830784687;-51.3658445823;15.7710608502;-54.8530567241
