sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086113;-27.0726282899;42.1991691719;63.6000624295;-26.5302897299
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086233;103.69454246;114.186889888;127.063866424;-14.3838710713
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086353;-4400.99785909;-2199.25848336;-27550.8119318;46.7531745623
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086473;69.8742907812;11.1371941859;-11.1527164901;-30.4396771136
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086593;30.3090653706;-14.6106248882;-130.364999243;-14.839395594
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086713;182.973420588;314.932296195;18.4380198623;-5.4349739899
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086833;130.066483902;-88.3884964526;49.6893631856;-24.5867283701
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086953;123.477786181;-82.3368664836;-113.178467824;-15.311361341
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087073;-29.5261356864;-81.7055974499;121.39960301;-18.8380376478
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087193;491.608962402;537.461199256;-731.809962752;7.81857132325
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087313;-80.7593191141;-384.347521173;-86.1427695171;-4.20673171972
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087433;-37.4232296739;85.3158462738;172.586522214;-13.977422452
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087553;-98.7330008054;59.9081196997;-74.6607690007;-18.2756154147
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087673;-4.22830064573;173.565919372;-2.99788113703;-22.5960187616
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087793;-25.9001500815;46.5421324095;-9.62376797904;-32.6539558372
