sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086113;-12.9591377397;89.2778319607;9.69736373811;-67.018543341
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086143;-6.751661784;63.4004008793;25.7718731154;-65.3442786792
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086173;-46.0965025095;86.1263774016;11.2511620561;-65.9256428834
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086203;-26.6919671288;59.6938375736;11.5146005803;-65.2707097637
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086233;10.1507360236;88.9704031489;5.40598303014;-63.8777488061
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086263;69.6215766373;62.7837260671;6.09269193999;-65.9193911526
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086293;77.662945761;63.7612554025;19.3243518342;-66.4226956698
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323;74.8956075508;77.1401540301;-2.1543697115;-61.8601338554
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086353;61.313762692;55.2602249379;18.9748674471;-64.5623620747
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086383;63.7219445257;27.6191552484;-21.427963231;-63.7856608395
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086413;63.4297143593;32.7366242495;36.0178635137;-67.7312397264
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086443;87.0225765228;15.2661598809;19.9178185758;-65.8252517566
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086473;89.5595045327;37.4964159339;12.5161994259;-66.6460128321
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086503;98.5471707138;22.6774334266;9.97206227518;-65.3426117314
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086533;111.532764278;33.1977386665;11.820440999;-65.5269757601
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086563;61.570041676;35.0104917152;37.4577205212;-66.8047012693
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086593;63.8585499877;23.2668790431;22.6852637073;-66.9680651641
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086623;45.0242544598;14.136408404;-25.8265507599;-62.3130987938
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086653;59.7398263875;34.0815106523;23.7150753075;-65.8290064157
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086683;35.4845582357;12.5581327797;-15.8006774214;-61.4584134696
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086713;94.7656231922;-8.93665982451;42.6122432571;-62.2612574011
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086743;93.975855075;-21.5417180109;15.9316711812;-65.6615811357
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086773;102.910712344;-66.1464645845;28.9327542841;-64.9090723132
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086803;81.8084434374;-35.910380263;15.0503122398;-67.5926408991
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086833;95.0188817583;-41.2378549909;-9.47288050484;-65.3062335288
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086863;77.3591315792;-50.9860435604;18.040741865;-69.5356147242
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086893;77.5030038158;-50.9171290062;17.969232895;-68.2810173451
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086923;76.0943332456;-51.5282982316;18.5757111428;-67.310497373
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086953;91.2745406627;-54.5827399779;-6.02497007267;-64.2375643887
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086983;102.728187167;-46.5441675852;-26.9302944562;-63.6379258032
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087013;89.1471505765;-64.0252985997;23.6563003737;-64.3624775471
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087043;95.1797390755;-18.7011689032;-5.42517622008;-60.9707597195
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087073;41.6669358413;-73.7199109133;13.2362490933;-67.2169216538
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087103;-3.23681598308;-56.8304235873;10.3563525536;-64.9921331185
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087133;-35.3184875659;-50.6553003672;-6.65566146906;-63.8104820097
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087163;-49.1394853833;-76.4474983196;16.1882152684;-65.7100892091
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087193;-80.1868656836;-45.3273303176;12.9780499525;-67.4575581813
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087223;6.62231874414;-43.8866336424;-139.786224847;-58.2418335576
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087253;-52.5997289678;-48.6693579538;-43.0275061009;-62.7381689715
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087283;-111.251109329;-50.5654660222;46.844826801;-63.5714703373
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087313;-106.056751159;-78.7686827762;14.4059609991;-62.2120616957
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087343;-96.0340524917;-39.6295140834;11.6190877366;-64.7886418211
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087373;-108.636931383;-20.0565052036;21.0059820315;-63.4367487033
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087403;-105.770868973;37.4578882754;21.8782634569;-65.0922613781
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087433;42.2186540052;-34.5728017338;-26.310417879;-59.1449217814
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087463;-74.5936819216;63.1352724725;15.9060660698;-65.9538168313
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087493;-78.9631728009;78.2577394224;12.5220357014;-67.6862728257
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087523;-52.1248230008;63.244291686;18.9688026124;-66.1117880173
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087553;-62.2655560342;66.7361417881;19.3670373388;-66.163690238
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087583;-36.9596578816;55.1980865872;24.1880326454;-66.6131521052
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087613;-14.1175218143;99.1557161995;-25.9167431281;-62.7553709225
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087643;-7.66111232341;80.8164528723;-11.3767087505;-64.1193116716
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087673;-34.9723565887;85.6698877325;12.0217335627;-65.2414407434
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087703;-32.2638082006;102.284019944;11.9997633948;-66.0618429752
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087733;-38.775917116;89.8814063976;-27.7460538139;-64.400677313
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087763;-4.98691474149;90.6032523783;11.6672005007;-67.7266865003
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518087793;-21.9231783169;57.1000010836;8.30750042912;-66.4053739972
