sourcemac;timestamp;x_m;y_m;z_m;eta
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086138;-8.68180122289;136.652486281;11.9658808546;-50.2983028901
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086148;35.3667407385;96.5669188156;26.8848939821;-50.6542020331
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086188;-40.6540934349;88.3935260787;11.1799729661;-58.5125704003
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086208;-12.820498727;65.1423887396;3.1176155569;-56.6328998908
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086238;7.05127539415;78.7870359898;10.8503675226;-56.3270292503
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086283;70.7066140751;65.8106107272;9.31748056019;-61.4456218589
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086298;37.6759575128;69.5637803986;13.1538417189;-50.2625332905
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086303;73.3103915717;64.2275410265;20.9077037325;-58.0493478034
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086308;79.2563645593;61.1333962914;16.2812568833;-59.3580107717
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086313;82.2592022755;55.8866549273;8.28982868693;-63.3179735832
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086318;74.289164362;45.997719665;14.3901758322;-55.8569919367
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086323;112.376887326;32.0521021677;8.14997430546;-50.9530204094
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086328;73.5377362321;64.0992361267;13.3545366176;-61.2806588391
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086333;100.213045092;38.9594736137;9.79459741454;-55.7580574995
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086343;99.8959353892;32.8117826203;11.9999362455;-57.6137340886
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086353;95.9760295065;42.1670082532;10.9799158333;-60.8617004813
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086358;57.215588738;56.1133448323;7.5290182459;-54.2210750593
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086398;58.134263526;35.7112310548;-1.09581017546;-55.0914832499
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086403;64.4230897864;31.8804703901;23.9999549988;-62.0981073396
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086473;82.6924460926;28.6396964317;18.5981825415;-58.4383661318
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086488;91.5663151543;34.6611482971;12.0001757113;-53.5612718697
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086493;98.4900500923;33.2990787267;12.0000023062;-58.6600149049
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086513;108.13866247;23.6837565727;17.5431231043;-53.1955168346
437aab3f88a56f32a428df1fc6b2c140bebd28cdf7601a767854c5b41e8d52c5;1518086518;109.375015017;9.25136418947;12.000831778;-53.9977139601
